==========================================================================================
DNS data of zero-pressure-gradient turbulent boundary-layer at Mach=0.70,
further Mach-number data between Mach=0.30 and 2.50 are available in additional files.
==========================================================================================
Version 1.0 (Nov 16, 2018): create file by Christoph Wenzel

------------------------------------------------------------------------------------------
References:                                                                             
- DNS of compressible turbulent boundary layers and assessment of data/scaling-law quality
  Wenzel et al., 2018, J. Fluid Mech., 842

Notes:                                                                                  
- If you are interested in data that are not listed in the table below (e.g. turbulent  
  Mach number, Favre fluctuations, ... ), please feel free to contact me by email at    
  wenzel@iag.uni-stuttgart.de.                                                          
  The available data are computed as postprocessing of transient data, from which I can 
  calculate further data at any time.                                                   
- If you notice any discrepancies in the available data, I would be pleased to receive  
  a brief notification (wenzel@iag.uni-stuttgart.de), I may have made mistakes in their 
  writing out.                                                                          
------------------------------------------------------------------------------------------

------------------------------------------------------------------------------------------
Boundary-layer parameter:
------------------------------------------------------------------------------------------
Skin-friction coef.     =    0.0044736

------------------------------------------------------------------------------------------
Reynolds numbers:
------------------------------------------------------------------------------------------
Re_tau                  =     252.0143
Re_delta99              =    5922.4082
Re_deltaStar            =    1199.4873
Re_deltaStar_w          =    1035.1753
Re_theta                =     688.5653
Re_theta_w              =     645.8756

------------------------------------------------------------------------------------------
Shape factors:
------------------------------------------------------------------------------------------
deltaStar     / delta99 =       0.2025
deltaStar_inc / delta99 =       0.1829
theta         / delta99 =       0.1163
theta_inc     / delta99 =       0.1206
H12                     =       1.7420
H12_inc                 =       1.5162

------------------------------------------------------------------------------------------
Turbulent quantities:
------------------------------------------------------------------------------------------
u_rms+_max              =       2.6715
y+(u_rms+_max)          =      13.5325

------------------------------------------------------------------------------------------
Wall-normal profiles up to y/delta99 <= 4:
------------------------------------------------------------------------------------------
y/delta_99             y+           u+        u_vd+           v+      u_rms+      v_rms+      w_rms+         uv+      t_rms+    rho_rms+  sqrt(r/r_w)       omx+        omy+        omz+       u/u_e        v/u_e       T/T_e       r/r_e       p/p_e     mu/mu_e     nu/nu_e       a/a_e
 0.0000000      0.0000000    0.0000000    0.0000000    0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   1.7582082   0.0038431   1.0000000   0.2555956   0.0000000   0.3978842   0.0000000    0.0000000   1.0868168   0.9200566   0.9999332   1.0660960   1.1587286   1.0425051
 0.0028833      0.7266356    0.7269482    0.7269663    0.0000040   0.2879214   0.0052865   0.1698590  -0.0003940   1.7584980   0.0038392   1.0000501   0.2132324   0.0214746   0.3943418   0.0358436    0.0000002   1.0867084   0.9201484   0.9999331   1.0660150   1.1585251   1.0424531
 0.0058629      1.4775338    1.4774786    1.4775926    0.0000336   0.5825088   0.0194822   0.3161634  -0.0035258   1.7704696   0.0038455   1.0002065   0.1788084   0.0437401   0.3918238   0.0728500    0.0000017   1.0863705   0.9204343   0.9999326   1.0657629   1.1578914   1.0422910
 0.0089420      2.2535050    2.2487692    2.2491454    0.0000848   0.8811768   0.0410140   0.4419738  -0.0125835   1.8288846   0.0038982   1.0004766   0.1506544   0.0663875   0.3855016   0.1108801    0.0000042   1.0857859   0.9209284   0.9999307   1.0653266   1.1567963   1.0420105
 0.0121239      3.0553862    3.0354652    3.0363675    0.0001688   1.1775779   0.0683536   0.5497232  -0.0307652   1.9830200   0.0040550   1.0008655   0.1302190   0.0887823   0.3732247   0.1496697    0.0000083   1.0849436   0.9216406   0.9999263   1.0646977   1.1552201   1.0416063
 0.0154120      3.8840426    3.8292698    3.8310586    0.0002948   1.4622487   0.1000289   0.6419878  -0.0600893   2.2680303   0.0043772   1.0013734   0.1190132   0.1100994   0.3551806   0.1888098    0.0000145   1.0838434   0.9225713   0.9999183   1.0638758   1.1531638   1.0410780
 0.0188099      4.7403682    4.6197722    4.6228903    0.0004758   1.7252674   0.1349574   0.7213033  -0.1009963   2.6820113   0.0048930   1.0019943   0.1165081   0.1295587   0.3344882   0.2277871    0.0000235   1.0824991   0.9237099   0.9999058   1.0628711   1.1506547   1.0404322
 0.0223213      5.6252870    5.3957852    5.4007299    0.0007164   1.9586414   0.1722849   0.7900277  -0.1522744   3.1927039   0.0055813   1.0027157   0.1201365   0.1465981   0.3148697   0.2660500    0.0000353   1.0809386   0.9250339   0.9998882   1.0617041   1.1477461   1.0396820
 0.0259499      6.5397536    6.1467154    6.1540023    0.0010175   2.1575143   0.2112359   0.8502711  -0.2113254   3.7585225   0.0063923   1.0035199   0.1267691   0.1609255   0.2987810   0.3030761    0.0000502   1.0792004   0.9265114   0.9998653   1.0604031   1.1445117   1.0388457
 0.0296997      7.4847547    6.8636409    6.8737654    0.0013738   2.3201948   0.2513300   0.9037448  -0.2751027   4.3419263   0.0072689   1.0043864   0.1340820   0.1724837   0.2867687   0.3384255    0.0000677   1.0773294   0.9281046   0.9998366   1.0590016   1.1410369   1.0379448
 0.0335747      8.4613099    7.5399411    7.5533459    0.0017758   2.4475818   0.2920950   0.9516737  -0.3404497   4.9137407   0.0081606   1.0052933   0.1408294   0.1813926   0.2779923   0.3717719    0.0000876   1.0753721   0.9297741   0.9998022   1.0575342   1.1374098   1.0370015
 0.0375791      9.4704728    8.1714588    8.1885107    0.0022125   2.5423079   0.3332169   0.9948486  -0.4047271   5.4533672   0.0090289   1.0062200   0.1465239   0.1878831   0.2711392   0.4029101    0.0001091   1.0733724   0.9314820   0.9997621   1.0560337   1.1337134   1.0360369
 0.0417172     10.5133320    8.7563228    8.7773012    0.0026726   2.6079844   0.3743843   1.0337274  -0.4658794   5.9475705   0.0098471   1.0071480   0.1510943   0.1922451   0.2650738   0.4317480    0.0001318   1.0713691   0.9331947   0.9997166   1.0545291   1.1300204   1.0350696
 0.0459935     11.5910129    9.2945641    9.3196592    0.0031460   2.6486200   0.4153389   1.0685703  -0.5225476   6.3889433   0.0105981   1.0080621   0.1546460   0.1947858   0.2590759   0.4582871    0.0001551   1.0693939   0.9348842   0.9996660   1.0530442   1.1263900   1.0341151
