==========================================================================================
DNS data of zero-pressure-gradient turbulent boundary-layer at Mach=1.50,
further Mach-number data between Mach=0.30 and 2.50 are available in additional files.
==========================================================================================
Version 1.0 (Nov 16, 2018): create file by Christoph Wenzel

------------------------------------------------------------------------------------------
References:                                                                             
- DNS of compressible turbulent boundary layers and assessment of data/scaling-law quality
  Wenzel et al., 2018, J. Fluid Mech., 842

Notes:                                                                                  
- If you are interested in data that are not listed in the table below (e.g. turbulent  
  Mach number, Favre fluctuations, ... ), please feel free to contact me by email at    
  wenzel@iag.uni-stuttgart.de.                                                          
  The available data are computed as postprocessing of transient data, from which I can 
  calculate further data at any time.                                                   
- If you notice any discrepancies in the available data, I would be pleased to receive  
  a brief notification (wenzel@iag.uni-stuttgart.de), I may have made mistakes in their 
  writing out.                                                                          
------------------------------------------------------------------------------------------

------------------------------------------------------------------------------------------
Boundary-layer parameter:
------------------------------------------------------------------------------------------
Skin-friction coef.     =    0.0037023

------------------------------------------------------------------------------------------
Reynolds numbers:
------------------------------------------------------------------------------------------
Re_tau                  =     252.0014
Re_delta99              =    8891.2214
Re_deltaStar            =    2284.1318
Re_deltaStar_w          =    1272.3966
Re_theta                =     905.8242
Re_theta_w              =     705.6426

------------------------------------------------------------------------------------------
Shape factors:
------------------------------------------------------------------------------------------
deltaStar     / delta99 =       0.2569
deltaStar_inc / delta99 =       0.1785
theta         / delta99 =       0.1019
theta_inc     / delta99 =       0.1186
H12                     =       2.5216
H12_inc                 =       1.5057

------------------------------------------------------------------------------------------
Turbulent quantities:
------------------------------------------------------------------------------------------
u_rms+_max              =       2.6182
y+(u_rms+_max)          =      12.8910

------------------------------------------------------------------------------------------
Wall-normal profiles up to y/delta99 <= 4:
------------------------------------------------------------------------------------------
y/delta_99             y+           u+        u_vd+           v+      u_rms+      v_rms+      w_rms+         uv+      t_rms+    rho_rms+  sqrt(r/r_w)       omx+        omy+        omz+       u/u_e        v/u_e       T/T_e       r/r_e       p/p_e     mu/mu_e     nu/nu_e       a/a_e
 0.0000000      0.0000000    0.0000000    0.0000000    0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   1.5883087   0.0115240   1.0000000   0.2603851   0.0000000   0.3963652   0.0000000    0.0000000   1.3982437   0.7150896   0.9998564   1.2836869   1.7951413   1.1824735
 0.0019209      0.4840765    0.4840907    0.4841110    0.0000109   0.1907068   0.0025240   0.1183412  -0.0001114   1.5889517   0.0115150   1.0000842   0.2299618   0.0152719   0.3927026   0.0246301    0.0000006   1.3980084   0.7152101   0.9998564   1.2835324   1.7946230   1.1823740
 0.0039060      0.9843165    0.9842716    0.9843998    0.0000460   0.3862121   0.0093829   0.2261773  -0.0010729   1.5933118   0.0115143   1.0003469   0.2032363   0.0311082   0.3912195   0.0500789    0.0000023   1.3972745   0.7155859   0.9998562   1.2830507   1.7930072   1.1820637
 0.0059573      1.5012597    1.5005561    1.5009812    0.0001029   0.5868710   0.0207140   0.3242887  -0.0038702   1.6093326   0.0115730   1.0008045   0.1794659   0.0474823   0.3900535   0.0763471    0.0000052   1.3959981   0.7162402   0.9998545   1.2822124   1.7901988   1.1815236
 0.0080772      2.0354640    2.0323382    2.0333687    0.0001908   0.7919999   0.0360021   0.4132903  -0.0097213   1.6512213   0.0117610   1.0014737   0.1587904   0.0642737   0.3875181   0.1034037    0.0000097   1.3941350   0.7171974   0.9998500   1.2809880   1.7861026   1.1807349
 0.0102678      2.5875056    2.5782212    2.5802998    0.0003189   0.9996765   0.0546193   0.4937941  -0.0198437   1.7375818   0.0121760   1.0023706   0.1419073   0.0812556   0.3822344   0.1311778    0.0000162   1.3916459   0.7184807   0.9998410   1.2793511   1.7806339   1.1796804
 0.0125316      3.1579801    3.1359021    3.1396174    0.0005053   1.2068938   0.0760521   0.5664505  -0.0352962   1.8860583   0.0129349   1.0035082   0.1296375   0.0981231   0.3735648   0.1595522    0.0000257   1.3885022   0.7201097   0.9998257   1.2772814   1.7737317   1.1783472
 0.0148710      3.7475031    3.7021784    3.7082674    0.0007670   1.4098204   0.0999379   0.6319727  -0.0568444   2.1066177   0.0141312   1.0048950   0.1224781   0.1145260   0.3617599   0.1883638    0.0000390   1.3846908   0.7220973   0.9998024   1.2747688   1.7653700   1.1767289
 0.0172884      4.3567105    4.2730581    4.2823984    0.0011220   1.6043274   0.1257894   0.6911014  -0.0847204   2.3981557   0.0158054   1.0065326   0.1202370   0.1301206   0.3478894   0.2174097    0.0000571   1.3802187   0.7244471   0.9997695   1.2718161   1.7555678   1.1748271
 0.0197866      4.9862597    4.8439769    4.8575658    0.0015835   1.7864661   0.1533615   0.7445832  -0.1187360   2.7502859   0.0179360   1.0084148   0.1219986   0.1446039   0.3334582   0.2464576    0.0000806   1.3751148   0.7271521   0.9997255   1.2684402   1.7443946   1.1726529
