==========================================================================================
DNS data of zero-pressure-gradient turbulent boundary-layer at Mach=0.70,
further Mach-number data between Mach=0.30 and 2.50 are available in additional files.
==========================================================================================
Version 1.0 (Nov 16, 2018): create file by Christoph Wenzel

------------------------------------------------------------------------------------------
References:                                                                             
- DNS of compressible turbulent boundary layers and assessment of data/scaling-law quality
  Wenzel et al., 2018, J. Fluid Mech., 842

Notes:                                                                                  
- If you are interested in data that are not listed in the table below (e.g. turbulent  
  Mach number, Favre fluctuations, ... ), please feel free to contact me by email at    
  wenzel@iag.uni-stuttgart.de.                                                          
  The available data are computed as postprocessing of transient data, from which I can 
  calculate further data at any time.                                                   
- If you notice any discrepancies in the available data, I would be pleased to receive  
  a brief notification (wenzel@iag.uni-stuttgart.de), I may have made mistakes in their 
  writing out.                                                                          
------------------------------------------------------------------------------------------

------------------------------------------------------------------------------------------
Boundary-layer parameter:
------------------------------------------------------------------------------------------
Skin-friction coef.     =    0.0040149

------------------------------------------------------------------------------------------
Reynolds numbers:
------------------------------------------------------------------------------------------
Re_tau                  =     358.9414
Re_delta99              =    8903.2905
Re_deltaStar            =    1759.8510
Re_deltaStar_w          =    1518.9638
Re_theta                =    1039.1157
Re_theta_w              =     974.7401

------------------------------------------------------------------------------------------
Shape factors:
------------------------------------------------------------------------------------------
deltaStar     / delta99 =       0.1977
deltaStar_inc / delta99 =       0.1778
theta         / delta99 =       0.1167
theta_inc     / delta99 =       0.1210
H12                     =       1.6936
H12_inc                 =       1.4686

------------------------------------------------------------------------------------------
Turbulent quantities:
------------------------------------------------------------------------------------------
u_rms+_max              =       2.7050
y+(u_rms+_max)          =      13.7694

------------------------------------------------------------------------------------------
Wall-normal profiles up to y/delta99 <= 4:
------------------------------------------------------------------------------------------
y/delta_99             y+           u+        u_vd+           v+      u_rms+      v_rms+      w_rms+         uv+      t_rms+    rho_rms+  sqrt(r/r_w)       omx+        omy+        omz+       u/u_e        v/u_e       T/T_e       r/r_e       p/p_e     mu/mu_e     nu/nu_e       a/a_e
 0.0000000      0.0000000    0.0000000    0.0000000    0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   1.8312043   0.0032433   1.0000000   0.2555956   0.0000000   0.3978842   0.0000000    0.0000000   1.0867464   0.9201246   0.9999406   1.0660439   1.1585865   1.0424713
 0.0019181      0.6884868    0.6887866    0.6888006    0.0000018   0.2753568   0.0046815   0.1678472  -0.0003248   1.8319059   0.0032385   1.0000405   0.2132324   0.0214746   0.3943418   0.0321726    0.0000001   1.0866583   0.9201991   0.9999406   1.0659782   1.1584212   1.0424291
 0.0039003      1.3999626    1.4000621    1.4001498    0.0000195   0.5575042   0.0180470   0.3142339  -0.0030119   1.8429781   0.0032406   1.0001670   0.1788084   0.0437401   0.3918238   0.0653956    0.0000009   1.0863840   0.9204312   0.9999402   1.0657735   1.1579068   1.0422975
 0.0059486      2.1351948    2.1315997    2.1318894    0.0000502   0.8441040   0.0383806   0.4415471  -0.0108488   1.8930104   0.0032815   1.0003855   0.1506544   0.0663875   0.3855016   0.0995651    0.0000023   1.0859092   0.9208325   0.9999386   1.0654191   1.1570173   1.0420697
 0.0080653      2.8949769    2.8790664    2.8797622    0.0001014   1.1297963   0.0643249   0.5517601  -0.0266922   2.0246548   0.0034095   1.0007008   0.1302190   0.0887823   0.3732247   0.1344786    0.0000047   1.0852240   0.9214114   0.9999350   1.0649075   1.1557351   1.0417408
 0.0102527      3.6801284    3.6356008    3.6369837    0.0001799   1.4064672   0.0945360   0.6470393  -0.0524993   2.2728936   0.0036778   1.0011138   0.1190132   0.1100994   0.3551806   0.1698156    0.0000084   1.0843261   0.9221702   0.9999285   1.0642369   1.1540569   1.0413098
 0.0125132      4.4914965    4.3923914    4.3948112    0.0002953   1.6653626   0.1280203   0.7295666  -0.0889739   2.6434297   0.0041128   1.0016211   0.1165081   0.1295587   0.3344882   0.2051646    0.0000138   1.0832236   0.9231025   0.9999183   1.0634132   1.1519990   1.0407803
 0.0148491      5.3299566    5.1396869    5.1435435    0.0004511   1.8990750   0.1639784   0.8014042  -0.1354212   3.1130146   0.0047003   1.0022143   0.1201365   0.1465981   0.3148697   0.2400701    0.0000211   1.0819354   0.9241931   0.9999039   1.0624501   1.1495976   1.0401612
 0.0172630      6.1964133    5.8679002    5.8736183    0.0006485   2.1026608   0.2016654   0.8644459  -0.1898675   3.6458855   0.0054011   1.0028810   0.1267691   0.1609255   0.2987810   0.2740843    0.0000303   1.0804891   0.9254190   0.9998848   1.0613682   1.1469056   1.0394658
 0.0197575      7.0918014    6.5685498    6.5765493    0.0008838   2.2738068   0.2406097   0.9202997  -0.2498021   4.2071032   0.0061684   1.0036057   0.1340820   0.1724837   0.2867687   0.3068110    0.0000413   1.0789185   0.9267520   0.9998610   1.0601925   1.1439872   1.0387100
