==========================================================================================
DNS data of zero-pressure-gradient turbulent boundary-layer at Mach=0.30,
further Mach-number data between Mach=0.30 and 2.50 are available in additional files.
==========================================================================================
Version 1.0 (Nov 16, 2018): create file by Christoph Wenzel

------------------------------------------------------------------------------------------
References:                                                                             
- DNS of compressible turbulent boundary layers and assessment of data/scaling-law quality
  Wenzel et al., 2018, J. Fluid Mech., 842

Notes:                                                                                  
- If you are interested in data that are not listed in the table below (e.g. turbulent  
  Mach number, Favre fluctuations, ... ), please feel free to contact me by email at    
  wenzel@iag.uni-stuttgart.de.                                                          
  The available data are computed as postprocessing of transient data, from which I can 
  calculate further data at any time.                                                   
- If you notice any discrepancies in the available data, I would be pleased to receive  
  a brief notification (wenzel@iag.uni-stuttgart.de), I may have made mistakes in their 
  writing out.                                                                          
------------------------------------------------------------------------------------------

------------------------------------------------------------------------------------------
Boundary-layer parameter:
------------------------------------------------------------------------------------------
Skin-friction coef.     =    0.0042588

------------------------------------------------------------------------------------------
Reynolds numbers:
------------------------------------------------------------------------------------------
Re_tau                  =     358.8731
Re_delta99              =    7934.6879
Re_deltaStar            =    1422.7891
Re_deltaStar_w          =    1383.5897
Re_theta                =     945.2152
Re_theta_w              =     933.7555

------------------------------------------------------------------------------------------
Shape factors:
------------------------------------------------------------------------------------------
deltaStar     / delta99 =       0.1793
deltaStar_inc / delta99 =       0.1756
theta         / delta99 =       0.1191
theta_inc     / delta99 =       0.1199
H12                     =       1.5053
H12_inc                 =       1.4640

------------------------------------------------------------------------------------------
Turbulent quantities:
------------------------------------------------------------------------------------------
u_rms+_max              =       2.7252
y+(u_rms+_max)          =      13.9975

------------------------------------------------------------------------------------------
Wall-normal profiles up to y/delta99 <= 4:
------------------------------------------------------------------------------------------
y/delta_99             y+           u+        u_vd+           v+      u_rms+      v_rms+      w_rms+         uv+      t_rms+    rho_rms+  sqrt(r/r_w)       omx+        omy+        omz+       u/u_e        v/u_e       T/T_e       r/r_e       p/p_e     mu/mu_e     nu/nu_e       a/a_e
 0.0000000      0.0000000    0.0000000    0.0000000    0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   1.9828376   0.0008105   1.0000000   0.2534244   0.0000000   0.3995135   0.0000000    0.0000000   1.0158548   0.9843834   0.9999906   1.0122726   1.0283317   1.0078962
 0.0021515      0.7721123    0.7732806    0.7732844    0.0000037   0.3055023   0.0055037   0.1818091  -0.0004322   1.9837299   0.0008097   1.0000097   0.2077783   0.0231436   0.3983839   0.0359651    0.0000002   1.0158349   0.9844026   0.9999906   1.0122573   1.0282960   1.0078864
 0.0043748      1.5700057    1.5720557    1.5720796    0.0000325   0.6193915   0.0209136   0.3377397  -0.0039892   1.9991922   0.0008103   1.0000403   0.1718967   0.0472370   0.3957678   0.0731160    0.0000015   1.0157727   0.9844628   0.9999905   1.0122093   1.0281844   1.0078555
 0.0066724      2.3945413    2.3918649    2.3919436    0.0000814   0.9367571   0.0440453   0.4711917  -0.0143482   2.0671469   0.0008186   1.0000931   0.1433824   0.0715482   0.3860199   0.1112451    0.0000038   1.0156650   0.9845669   0.9999901   1.0121263   1.0279914   1.0078021
 0.0090467      3.2466084    3.2258363    3.2260247    0.0001546   1.2493175   0.0731771   0.5848971  -0.0349882   2.2396830   0.0008449   1.0001689   0.1240736   0.0951714   0.3685567   0.1500329    0.0000072   1.0155102   0.9847161   0.9999892   1.0120069   1.0277144   1.0077253
 0.0115002      4.1271265    4.0639469    4.0643190    0.0002526   1.5460918   0.1067042   0.6818366  -0.0678747   2.5513686   0.0008998   1.0002672   0.1152522   0.1170824   0.3453797   0.1890133    0.0000117   1.0153091   0.9849097   0.9999876   1.0118518   1.0273549   1.0076255
 0.0140357      5.0370456    4.8940287    4.8946737    0.0003774   1.8161630   0.1434769   0.7649645  -0.1130804   2.9961065   0.0009880   1.0003863   0.1150538   0.1364049   0.3213598   0.2276202    0.0000176   1.0150652   0.9851441   0.9999851   1.0116636   1.0269194   1.0075044
 0.0166559      5.9773472    5.7036122    5.7046281    0.0005275   2.0515736   0.1825599   0.8369071  -0.1687810   3.5371531   0.0011050   1.0005232   0.1199037   0.1526278   0.3009771   0.2652737    0.0000245   1.0147844   0.9854136   0.9999817   1.0114470   1.0264188   1.0073651
 0.0193635      6.9490461    6.4815056    6.4829911    0.0007007   2.2483193   0.2231500   0.8999705  -0.2318249   4.1287070   0.0012420   1.0006741   0.1265866   0.1656047   0.2859607   0.3014534    0.0000326   1.0144745   0.9857105   0.9999773   1.0112079   1.0258670   1.0072113
 0.0221616      7.9531904    7.2188550    7.2209021    0.0008933   2.4059979   0.2647366   0.9560070  -0.2987582   4.7313987   0.0013888   1.0008347   0.1331850   0.1754613   0.2755729   0.3357473    0.0000415   1.0141441   0.9860267   0.9999718   1.0109529   1.0252795   1.0070472
 0.0250530      8.9908636    7.9096162    7.9123040    0.0011009   2.5268640   0.3068326   1.0063194  -0.3662260   5.3156164   0.0015367   1.0010010   0.1388756   0.1824976   0.2679689   0.3678745    0.0000512   1.0138016   0.9863538   0.9999653   1.0106886   1.0246715   1.0068772
 0.0280411     10.0631851    8.5505082    8.5538995    0.0013187   2.6147038   0.3491155   1.0517263  -0.4315921   5.8614982   0.0016793   1.0011691   0.1434320   0.1870987   0.2614292   0.3976822    0.0000613   1.0134547   0.9866844   0.9999578   1.0104208   1.0240567   1.0067049
 0.0311289     11.1713121    9.1406417    9.1447816    0.0015418   2.6739218   0.3912740   1.0926738  -0.4929472   6.3572467   0.0018124   1.0013359   0.1469110   0.1896654   0.2548908   0.4251292    0.0000717   1.0131100   0.9870123   0.9999493   1.0101546   1.0234468   1.0065336
