==========================================================================================
DNS data of zero-pressure-gradient turbulent boundary-layer at Mach=1.50,
further Mach-number data between Mach=0.30 and 2.50 are available in additional files.
==========================================================================================
Version 1.0 (Nov 16, 2018): create file by Christoph Wenzel

------------------------------------------------------------------------------------------
References:                                                                             
- DNS of compressible turbulent boundary layers and assessment of data/scaling-law quality
  Wenzel et al., 2018, J. Fluid Mech., 842

Notes:                                                                                  
- If you are interested in data that are not listed in the table below (e.g. turbulent  
  Mach number, Favre fluctuations, ... ), please feel free to contact me by email at    
  wenzel@iag.uni-stuttgart.de.                                                          
  The available data are computed as postprocessing of transient data, from which I can 
  calculate further data at any time.                                                   
- If you notice any discrepancies in the available data, I would be pleased to receive  
  a brief notification (wenzel@iag.uni-stuttgart.de), I may have made mistakes in their 
  writing out.                                                                          
------------------------------------------------------------------------------------------

------------------------------------------------------------------------------------------
Boundary-layer parameter:
------------------------------------------------------------------------------------------
Skin-friction coef.     =    0.0030953

------------------------------------------------------------------------------------------
Reynolds numbers:
------------------------------------------------------------------------------------------
Re_tau                  =     449.9859
Re_delta99              =   17375.8329
Re_deltaStar            =    4406.8210
Re_deltaStar_w          =    2452.4615
Re_theta                =    1793.1330
Re_theta_w              =    1396.2487

------------------------------------------------------------------------------------------
Shape factors:
------------------------------------------------------------------------------------------
deltaStar     / delta99 =       0.2536
deltaStar_inc / delta99 =       0.1727
theta         / delta99 =       0.1032
theta_inc     / delta99 =       0.1201
H12                     =       2.4576
H12_inc                 =       1.4381

------------------------------------------------------------------------------------------
Turbulent quantities:
------------------------------------------------------------------------------------------
u_rms+_max              =       2.6798
y+(u_rms+_max)          =      13.4392

------------------------------------------------------------------------------------------
Wall-normal profiles up to y/delta99 <= 4:
------------------------------------------------------------------------------------------
y/delta_99             y+           u+        u_vd+           v+      u_rms+      v_rms+      w_rms+         uv+      t_rms+    rho_rms+  sqrt(r/r_w)       omx+        omy+        omz+       u/u_e        v/u_e       T/T_e       r/r_e       p/p_e     mu/mu_e     nu/nu_e       a/a_e
 0.0000000      0.0000000    0.0000000    0.0000000    0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   1.8479909   0.0107272   1.0000000   0.2603851   0.0000000   0.3963652   0.0000000    0.0000000   1.3990194   0.7147045   0.9998602   1.2842504   1.7968971   1.1828015
 0.0009827      0.4421861    0.4421968    0.4422100    0.0000079   0.1780569   0.0018981   0.1167263  -0.0000816   1.8486189   0.0107188   1.0000599   0.2299618   0.0152719   0.3927026   0.0205775    0.0000004   1.3988526   0.7147898   0.9998602   1.2841409   1.7965295   1.1827310
 0.0019981      0.8991370    0.8991016    0.8991845    0.0000324   0.3607737   0.0080724   0.2242702  -0.0008220   1.8521565   0.0107113   1.0002466   0.2032363   0.0311082   0.3912195   0.0418394    0.0000015   1.3983326   0.7150557   0.9998600   1.2837996   1.7953840   1.1825111
 0.0030475      1.3713458    1.3708246    1.3710997    0.0000713   0.5484899   0.0182380   0.3232025  -0.0029980   1.8638950   0.0107379   1.0005712   0.1794659   0.0474823   0.3900535   0.0637909    0.0000033   1.3974283   0.7155183   0.9998589   1.2832058   1.7933935   1.1821287
 0.0041320      1.8593218    1.8570339    1.8577007    0.0001294   0.7407895   0.0319917   0.4139622  -0.0075772   1.8935114   0.0108397   1.0010457   0.1587904   0.0642737   0.3875181   0.0864164    0.0000060   1.3961080   0.7161945   0.9998559   1.2823386   1.7904894   1.1815701
 0.0052526      2.3635916    2.3568252    2.3581712    0.0002116   0.9363333   0.0488132   0.4969721  -0.0155587   1.9544892   0.0110757   1.0016813   0.1419073   0.0812556   0.3822344   0.1096741    0.0000098   1.3943421   0.7171009   0.9998497   1.2811780   1.7866078   1.1808227
 0.0064106      2.8846992    2.8686226    2.8710320    0.0003285   1.1329348   0.0682720   0.5726759  -0.0278707   2.0615700   0.0115225   1.0024880   0.1296375   0.0981231   0.3735648   0.1334904    0.0000153   1.3921067   0.7182520   0.9998392   1.2797077   1.7816974   1.1798757
 0.0076074      3.4232068    3.3901536    3.3941120    0.0004911   1.3276798   0.0900617   0.6415690  -0.0452769   2.2265540   0.0122529   1.0034731   0.1224781   0.1145260   0.3617599   0.1577596    0.0000229   1.3893864   0.7196589   0.9998231   1.2779169   1.7757257   1.1787224
 0.0088440      3.9796955    3.9184914    3.9245849    0.0007114   1.5172374   0.1137545   0.7041873  -0.0681809   2.4544323   0.0133160   1.0046398   0.1202370   0.1301206   0.3478894   0.1823457    0.0000331   1.3861775   0.7213272   0.9998002   1.2758020   1.7686869   1.1773604
 0.0101220      4.5547656    4.4501726    4.4590793    0.0009998   1.6981714   0.1391369   0.7611029  -0.0966896   2.7422123   0.0147241   1.0059868   0.1219986   0.1446039   0.3334582   0.2070873    0.0000465   1.3824898   0.7232560   0.9997694   1.2733685   1.7606055   1.1757933
