==========================================================================================
DNS data of zero-pressure-gradient turbulent boundary-layer at Mach=2.50,
further Mach-number data between Mach=0.30 and 2.50 are available in additional files.
==========================================================================================
Version 1.0 (Nov 16, 2018): create file by Christoph Wenzel

------------------------------------------------------------------------------------------
References:                                                                             
- DNS of compressible turbulent boundary layers and assessment of data/scaling-law quality
  Wenzel et al., 2018, J. Fluid Mech., 842

Notes:                                                                                  
- If you are interested in data that are not listed in the table below (e.g. turbulent  
  Mach number, Favre fluctuations, ... ), please feel free to contact me by email at    
  wenzel@iag.uni-stuttgart.de.                                                          
  The available data are computed as postprocessing of transient data, from which I can 
  calculate further data at any time.                                                   
- If you notice any discrepancies in the available data, I would be pleased to receive  
  a brief notification (wenzel@iag.uni-stuttgart.de), I may have made mistakes in their 
  writing out.                                                                          
------------------------------------------------------------------------------------------

------------------------------------------------------------------------------------------
Boundary-layer parameter:
------------------------------------------------------------------------------------------
Skin-friction coef.     =    0.0026783

------------------------------------------------------------------------------------------
Reynolds numbers:
------------------------------------------------------------------------------------------
Re_tau                  =     252.0222
Re_delta99              =   16989.1995
Re_deltaStar            =    5889.9474
Re_deltaStar_w          =    1644.2303
Re_theta                =    1379.7577
Re_theta_w              =     812.1826

------------------------------------------------------------------------------------------
Shape factors:
------------------------------------------------------------------------------------------
deltaStar     / delta99 =       0.3467
deltaStar_inc / delta99 =       0.1717
theta         / delta99 =       0.0812
theta_inc     / delta99 =       0.1153
H12                     =       4.2688
H12_inc                 =       1.4890

------------------------------------------------------------------------------------------
Turbulent quantities:
------------------------------------------------------------------------------------------
u_rms+_max              =       2.5462
y+(u_rms+_max)          =      11.9202

------------------------------------------------------------------------------------------
Wall-normal profiles up to y/delta99 <= 4:
------------------------------------------------------------------------------------------
y/delta_99             y+           u+        u_vd+           v+      u_rms+      v_rms+      w_rms+         uv+      t_rms+    rho_rms+  sqrt(r/r_w)       omx+        omy+        omz+       u/u_e        v/u_e       T/T_e       r/r_e       p/p_e     mu/mu_e     nu/nu_e       a/a_e
 0.0000000      0.0000000    0.0000000    0.0000000    0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   1.5001932   0.0218875   1.0000000   0.2685586   0.0000000   0.3998159   0.0000000    0.0000000   2.1080442   0.4742424   0.9996815   1.6988269   3.5821912   1.4519105
 0.0010081      0.2540663    0.2540663    0.2540722    0.0000079   0.1010615   0.0021610   0.0658178  -0.0000399   1.5002911   0.0218758   1.0000472   0.2504673   0.0086561   0.3968368   0.0135009    0.0000004   2.1078469   0.4742870   0.9996817   1.6987230   3.5816351   1.4518426
 0.0020499      0.5166160    0.5166278    0.5166652    0.0000269   0.2048040   0.0045945   0.1291862  -0.0002361   1.5008408   0.0218681   1.0001943   0.2335041   0.0176164   0.3950506   0.0274532    0.0000014   2.1072305   0.4744262   0.9996819   1.6983984   3.5799003   1.4516303
 0.0031264      0.7879324    0.7879598    0.7880842    0.0000573   0.3115080   0.0080885   0.1901241  -0.0007252   1.5025285   0.0218839   1.0004507   0.2174660   0.0268998   0.3941052   0.0418715    0.0000030   2.1061561   0.4746688   0.9996818   1.6978324   3.5768781   1.4512602
 0.0042389      1.0683082    1.0683022    1.0686047    0.0000995   0.4213809   0.0130050   0.2486330  -0.0016890   1.5066742   0.0219359   1.0008270   0.2022523   0.0365175   0.3936807   0.0567687    0.0000053   2.1045811   0.4750248   0.9996811   1.6970024   3.5724499   1.4507175
 0.0053886      1.3580458    1.3578453    1.3584590    0.0001544   0.5345382   0.0193997   0.3047100  -0.0033442   1.5153696   0.0220436   1.0013347   0.1878522   0.0464701   0.3934469   0.0721548    0.0000082   2.1024604   0.4755053   0.9996793   1.6958842   3.5664887   1.4499863
 0.0065766      1.6574580    1.6567076    1.6578146    0.0002248   0.6509749   0.0272680   0.3583488  -0.0059494   1.5315686   0.0222384   1.0019863   0.1743212   0.0567454   0.3930416   0.0880360    0.0000119   2.0997462   0.4761221   0.9996760   1.6944523   3.5588611   1.4490501
 0.0078043      1.9668676    1.9649139    1.9667529    0.0003150   0.7705329   0.0365678   0.4095444  -0.0097940   1.5591264   0.0225630   1.0027950   0.1617872   0.0673157   0.3920872   0.1044139    0.0000167   2.0963897   0.4768879   0.9996703   1.6926801   3.5494294   1.4478915
 0.0090730      2.2866086    2.2823703    2.2852443    0.0004310   0.8928752   0.0472202   0.4582950  -0.0151789   1.6025908   0.0230715   1.0037749   0.1504464   0.0781368   0.3902220   0.1212832    0.0000229   2.0923416   0.4778163   0.9996615   1.6905407   3.5380554   1.4464929
 0.0103841      2.6170259    2.6088405    2.6131250    0.0005805   1.0174645   0.0591714   0.5046066  -0.0224145   1.6667930   0.0238281   1.0049402   0.1405471   0.0891465   0.3871389   0.1386316    0.0000308   2.0875545   0.4789212   0.9996487   1.6880078   3.5246048   1.4448372
