==========================================================================================
DNS data of zero-pressure-gradient turbulent boundary-layer at Mach=0.30,
further Mach-number data between Mach=0.30 and 2.50 are available in additional files.
==========================================================================================
Version 1.0 (Nov 16, 2018): create file by Christoph Wenzel

------------------------------------------------------------------------------------------
References:                                                                             
- DNS of compressible turbulent boundary layers and assessment of data/scaling-law quality
  Wenzel et al., 2018, J. Fluid Mech., 842

Notes:                                                                                  
- If you are interested in data that are not listed in the table below (e.g. turbulent  
  Mach number, Favre fluctuations, ... ), please feel free to contact me by email at    
  wenzel@iag.uni-stuttgart.de.                                                          
  The available data are computed as postprocessing of transient data, from which I can 
  calculate further data at any time.                                                   
- If you notice any discrepancies in the available data, I would be pleased to receive  
  a brief notification (wenzel@iag.uni-stuttgart.de), I may have made mistakes in their 
  writing out.                                                                          
------------------------------------------------------------------------------------------

------------------------------------------------------------------------------------------
Boundary-layer parameter:
------------------------------------------------------------------------------------------
Skin-friction coef.     =    0.0038372

------------------------------------------------------------------------------------------
Reynolds numbers:
------------------------------------------------------------------------------------------
Re_tau                  =     492.0190
Re_delta99              =   11460.5211
Re_deltaStar            =    2052.1759
Re_deltaStar_w          =    1995.6245
Re_theta                =    1385.9852
Re_theta_w              =    1369.1772

------------------------------------------------------------------------------------------
Shape factors:
------------------------------------------------------------------------------------------
deltaStar     / delta99 =       0.1791
deltaStar_inc / delta99 =       0.1753
theta         / delta99 =       0.1209
theta_inc     / delta99 =       0.1218
H12                     =       1.4807
H12_inc                 =       1.4393

------------------------------------------------------------------------------------------
Turbulent quantities:
------------------------------------------------------------------------------------------
u_rms+_max              =       2.7522
y+(u_rms+_max)          =      14.1767

------------------------------------------------------------------------------------------
Wall-normal profiles up to y/delta99 <= 4:
------------------------------------------------------------------------------------------
y/delta_99             y+           u+        u_vd+           v+      u_rms+      v_rms+      w_rms+         uv+      t_rms+    rho_rms+  sqrt(r/r_w)       omx+        omy+        omz+       u/u_e        v/u_e       T/T_e       r/r_e       p/p_e     mu/mu_e     nu/nu_e       a/a_e
 0.0000000      0.0000000    0.0000000    0.0000000    0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   2.0701013   0.0006855   1.0000000   0.2534244   0.0000000   0.3995135   0.0000000    0.0000000   1.0158592   0.9843809   0.9999923   1.0122760   1.0283377   1.0078984
 0.0014895      0.7328514    0.7338668    0.7338698    0.0000007   0.2926334   0.0051275   0.1816610  -0.0003700   2.0719618   0.0006846   1.0000080   0.2077783   0.0231436   0.3983839   0.0323989    0.0000000   1.0158429   0.9843967   0.9999923   1.0122634   1.0283085   1.0078903
 0.0030287      1.4901730    1.4920177    1.4920362    0.0000154   0.5935157   0.0196715   0.3391726  -0.0034585   2.0877285   0.0006849   1.0000329   0.1718967   0.0472370   0.3957678   0.0658699    0.0000007   1.0157920   0.9844459   0.9999922   1.0122242   1.0282171   1.0078651
 0.0046193      2.2727820    2.2708500    2.2709112    0.0000406   0.8984370   0.0415922   0.4753583  -0.0125014   2.1486973   0.0006919   1.0000761   0.1433824   0.0715482   0.3860199   0.1002540    0.0000018   1.0157038   0.9845310   0.9999919   1.0121562   1.0280592   1.0078213
 0.0062630      3.0815227    3.0647336    3.0648803    0.0000793   1.2004120   0.0693317   0.5925535  -0.0306467   2.2997849   0.0007143   1.0001381   0.1240736   0.0951714   0.3685567   0.1353025    0.0000035   1.0155770   0.9846534   0.9999912   1.0120584   1.0278321   1.0077584
 0.0079616      3.9172676    3.8652663    3.8655568    0.0001323   1.4899267   0.1014105   0.6933479  -0.0598548   2.5747596   0.0007611   1.0002187   0.1152522   0.1170824   0.3453797   0.1706446    0.0000058   1.0154115   0.9848126   0.9999898   1.0119308   1.0275364   1.0076763
 0.0097169      4.7809185    4.6619848    4.6624905    0.0002017   1.7571571   0.1367648   0.7803275  -0.1005467   2.9750889   0.0008368   1.0003170   0.1150538   0.1364049   0.3213598   0.2058183    0.0000089   1.0152098   0.9850064   0.9999878   1.0117751   1.0271762   1.0075762
 0.0115309      5.6734071    5.4438131    5.4446138    0.0002869   1.9944585   0.1745163   0.8558060  -0.1515060   3.4737641   0.0009383   1.0004307   0.1199037   0.1526278   0.3009771   0.2403347    0.0000127   1.0149760   0.9852307   0.9999850   1.0115948   1.0267593   1.0074602
 0.0134054      6.5956963    6.2003821    6.2015604    0.0003871   2.1973713   0.2138941   0.9218669  -0.2102558   4.0316154   0.0010584   1.0005571   0.1265866   0.1656047   0.2859607   0.2737359    0.0000171   1.0147159   0.9854798   0.9999812   1.0113941   1.0262961   1.0073311
 0.0153425      7.5487812    6.9230092    6.9246444    0.0005006   2.3645014   0.2543951   0.9802696  -0.2738872   4.6120427   0.0011889   1.0006928   0.1331850   0.1754613   0.2755729   0.3056386    0.0000221   1.0144361   0.9857474   0.9999766   1.0111782   1.0257986   1.0071922
